
inst#,actual,predicted,error,prediction
146,2:n,1:y,+,0.55
147,1:y,1:y,,0.819
148,1:y,2:n,+,0.699
149,2:n,2:n,,0.93
150,1:y,1:y,,0.773
151,2:n,1:y,+,0.515
152,2:n,1:y,+,0.8
153,2:n,1:y,+,0.558
154,2:n,2:n,,0.947
155,2:n,1:y,+,0.723
156,1:y,1:y,,0.98
157,1:y,2:n,+,0.963
158,1:y,1:y,,0.97
159,1:y,1:y,,0.943
160,1:y,1:y,,0.873
161,2:n,2:n,,0.97
162,1:y,1:y,,0.99
163,2:n,2:n,,0.987
164,1:y,1:y,,0.957
165,1:y,1:y,,0.866
166,1:y,1:y,,0.838
167,2:n,1:y,+,0.933
168,1:y,1:y,,0.977
169,1:y,1:y,,0.664
170,2:n,2:n,,0.874
171,1:y,1:y,,0.672
172,2:n,1:y,+,0.755
173,2:n,1:y,+,0.69
174,1:y,1:y,,0.94
175,1:y,1:y,,0.937
176,1:y,1:y,,0.947
177,2:n,2:n,,0.911
178,1:y,1:y,,0.753
179,2:n,2:n,,0.931
180,2:n,2:n,,0.872
181,1:y,1:y,,0.873
182,1:y,1:y,,0.76
183,1:y,1:y,,0.9
184,2:n,2:n,,0.927
185,1:y,1:y,,0.597
186,1:y,1:y,,0.897
187,2:n,1:y,+,0.823
188,1:y,1:y,,0.943
189,2:n,2:n,,0.99
190,1:y,1:y,,0.97
191,2:n,2:n,,0.987
192,2:n,2:n,,0.993
193,1:y,1:y,,0.927
194,2:n,2:n,,0.937
195,1:y,1:y,,0.797
196,1:y,2:n,+,0.544
197,1:y,1:y,,0.89
198,2:n,1:y,+,0.883
199,2:n,2:n,,0.823
200,1:y,1:y,,0.997
201,2:n,2:n,,0.555
202,2:n,2:n,,0.987
203,2:n,1:y,+,0.796
204,1:y,1:y,,0.899
205,2:n,2:n,,0.973
206,1:y,1:y,,0.997
207,1:y,1:y,,0.9
208,1:y,1:y,,0.689
209,2:n,1:y,+,0.559
210,1:y,1:y,,0.897
211,1:y,1:y,,0.903
212,2:n,2:n,,0.97
213,1:y,2:n,+,0.687
214,1:y,1:y,,0.907
215,2:n,2:n,,0.777
216,1:y,1:y,,0.713
217,1:y,1:y,,0.8
218,1:y,1:y,,0.774
219,2:n,1:y,+,0.623
220,2:n,1:y,+,0.602
221,2:n,2:n,,0.993
222,1:y,1:y,,0.621
223,2:n,2:n,,0.99
224,2:n,2:n,,0.843
225,1:y,1:y,,0.77
226,1:y,1:y,,0.807
227,1:y,1:y,,0.83
228,1:y,1:y,,0.897
229,1:y,1:y,,0.6
230,1:y,1:y,,0.993
231,2:n,2:n,,0.817
232,1:y,2:n,+,0.947
233,1:y,1:y,,0.676
234,1:y,1:y,,0.786
235,2:n,2:n,,0.993
236,1:y,1:y,,0.873
237,2:n,2:n,,0.983
238,1:y,1:y,,0.873
239,1:y,1:y,,0.853
240,1:y,1:y,,0.927
241,1:y,1:y,,0.89
242,1:y,1:y,,0.708
243,2:n,2:n,,0.992
244,2:n,2:n,,0.943
245,1:y,1:y,,0.883
246,2:n,1:y,+,0.774
247,1:y,1:y,,0.87
248,2:n,2:n,,0.973
249,1:y,1:y,,0.848
250,1:y,2:n,+,0.963
251,1:y,1:y,,0.776
252,1:y,1:y,,0.99
253,1:y,1:y,,0.83
254,1:y,1:y,,0.636
255,1:y,1:y,,0.923
256,1:y,1:y,,0.92
257,1:y,1:y,,0.932
258,1:y,2:n,+,0.947
259,1:y,1:y,,0.73
260,1:y,1:y,,0.943
261,1:y,1:y,,0.893
262,1:y,1:y,,0.771
263,1:y,1:y,,0.899
264,1:y,1:y,,0.87
265,1:y,1:y,,0.737
266,1:y,1:y,,0.54
267,1:y,2:n,+,0.59
268,1:y,1:y,,0.79
269,2:n,2:n,,0.83
270,1:y,1:y,,0.753
271,1:y,1:y,,0.977
272,1:y,1:y,,0.877
273,2:n,2:n,,0.963
274,1:y,2:n,+,0.555
275,2:n,1:y,+,0.706
276,1:y,1:y,,0.92
277,1:y,1:y,,0.739
278,1:y,1:y,,0.837
279,1:y,1:y,,0.94
280,1:y,1:y,,0.771
281,2:n,2:n,,0.703
282,1:y,1:y,,0.669
283,1:y,1:y,,0.743
284,2:n,1:y,+,0.791
285,1:y,1:y,,0.907
286,2:n,2:n,,0.98
287,1:y,1:y,,0.677
288,1:y,1:y,,0.858
289,2:n,2:n,,0.908
290,2:n,2:n,,0.658
291,2:n,2:n,,0.99
292,2:n,2:n,,0.808
293,2:n,2:n,,0.923
294,1:y,1:y,,0.933
295,1:y,1:y,,0.836
296,2:n,2:n,,0.927
297,1:y,1:y,,0.769
298,1:y,1:y,,0.957
299,2:n,2:n,,0.943
300,1:y,1:y,,0.897
301,2:n,2:n,,0.97
302,2:n,2:n,,0.598
303,1:y,1:y,,0.933
304,2:n,2:n,,0.993
305,1:y,1:y,,0.709
306,1:y,1:y,,0.713
307,1:y,1:y,,0.525
308,2:n,2:n,,0.903
309,1:y,1:y,,0.813
310,1:y,1:y,,0.923
311,2:n,1:y,+,0.827
312,1:y,2:n,+,0.539
313,2:n,2:n,,0.967
314,2:n,2:n,,0.577
315,1:y,1:y,,0.835
316,2:n,2:n,,0.987
317,2:n,2:n,,0.97
318,1:y,1:y,,0.828
319,1:y,1:y,,0.926
320,2:n,2:n,,1
321,2:n,2:n,,0.937
322,2:n,2:n,,0.99
323,1:y,1:y,,0.953
324,1:y,1:y,,0.947
325,1:y,1:y,,0.84
326,1:y,1:y,,0.857
327,1:y,1:y,,0.97
328,2:n,2:n,,0.973
329,1:y,1:y,,0.98
330,1:y,1:y,,0.83
331,1:y,1:y,,0.87
332,1:y,1:y,,0.873
333,1:y,1:y,,0.823
334,1:y,1:y,,0.847
335,1:y,2:n,+,0.654
336,1:y,1:y,,0.837
337,1:y,1:y,,0.727
338,2:n,2:n,,0.99
339,1:y,1:y,,0.897
340,2:n,2:n,,0.927
341,1:y,1:y,,0.832
342,1:y,1:y,,0.923
343,2:n,2:n,,0.99
344,1:y,1:y,,0.885
345,2:n,2:n,,1
346,1:y,2:n,+,0.686
347,2:n,2:n,,0.997
348,1:y,1:y,,0.953
349,2:n,2:n,,0.704
350,2:n,2:n,,0.854
351,1:y,1:y,,0.784
352,1:y,1:y,,0.783
353,1:y,1:y,,0.913
354,2:n,2:n,,0.993
355,2:n,2:n,,0.968
356,2:n,1:y,+,0.662
357,1:y,1:y,,0.92
358,1:y,1:y,,0.977
359,2:n,2:n,,0.98
360,2:n,2:n,,0.99
361,1:y,1:y,,0.893
362,2:n,2:n,,0.96
363,1:y,1:y,,0.883
364,1:y,1:y,,0.95
365,1:y,1:y,,0.637
366,1:y,1:y,,0.949
367,2:n,2:n,,0.99
368,1:y,1:y,,0.987
369,1:y,1:y,,0.863
370,2:n,2:n,,0.99
371,1:y,1:y,,0.937
372,1:y,1:y,,0.93
373,1:y,1:y,,0.98
374,1:y,1:y,,0.933
375,1:y,1:y,,0.902
376,2:n,2:n,,0.513
377,1:y,1:y,,0.862
378,1:y,1:y,,0.751
379,1:y,1:y,,0.815
380,1:y,1:y,,0.624
381,1:y,1:y,,0.689
382,2:n,2:n,,0.903
383,1:y,1:y,,0.58
384,2:n,2:n,,1
385,2:n,2:n,,0.947
386,1:y,1:y,,0.618
387,2:n,2:n,,0.838
388,2:n,2:n,,0.947
389,2:n,2:n,,0.983
390,2:n,1:y,+,0.72
391,1:y,1:y,,0.883
392,1:y,1:y,,0.98
393,1:y,1:y,,0.669
394,1:y,1:y,,0.863
395,2:n,2:n,,0.983
396,1:y,1:y,,0.9
397,2:n,2:n,,0.699
398,2:n,2:n,,0.949
399,1:y,1:y,,0.807
400,2:n,1:y,+,0.7
401,1:y,1:y,,0.83
402,2:n,2:n,,1
403,2:n,2:n,,0.97
404,2:n,2:n,,0.982
405,1:y,1:y,,0.95
406,1:y,1:y,,0.857
407,2:n,2:n,,0.99
408,1:y,1:y,,0.799
409,1:y,1:y,,0.86
410,1:y,1:y,,0.89
411,1:y,1:y,,0.883
412,1:y,1:y,,0.798
413,1:y,1:y,,0.737
414,1:y,1:y,,0.811
415,2:n,2:n,,0.993
416,2:n,2:n,,0.954
417,1:y,1:y,,0.99
418,2:n,2:n,,0.987
419,2:n,2:n,,0.953
420,1:y,1:y,,0.993
421,1:y,1:y,,0.701
422,1:y,1:y,,0.93
423,2:n,1:y,+,0.754
424,1:y,1:y,,0.738
425,1:y,1:y,,0.947
426,1:y,1:y,,0.937
427,2:n,2:n,,0.993
428,1:y,1:y,,0.953
429,2:n,2:n,,0.987
430,1:y,1:y,,0.9
431,1:y,1:y,,0.875
432,1:y,1:y,,0.99
433,2:n,2:n,,0.977
434,2:n,2:n,,0.707
435,1:y,1:y,,0.793
436,2:n,2:n,,0.953
437,2:n,2:n,,0.987
438,2:n,2:n,,0.933
439,1:y,1:y,,0.997
440,1:y,2:n,+,0.791
441,1:y,1:y,,0.702
442,1:y,1:y,,0.953
443,1:y,1:y,,0.796
444,2:n,2:n,,0.99
445,2:n,1:y,+,0.847
446,1:y,1:y,,0.828
447,2:n,2:n,,0.993
448,2:n,2:n,,0.99
449,1:y,1:y,,0.867
450,1:y,1:y,,0.987
451,1:y,2:n,+,0.633
452,2:n,2:n,,0.8
453,2:n,1:y,+,0.503
454,1:y,1:y,,0.877
455,1:y,1:y,,0.863
456,1:y,1:y,,0.83
457,2:n,2:n,,0.973
458,1:y,1:y,,0.867
459,1:y,1:y,,0.865
460,2:n,2:n,,0.98
461,2:n,1:y,+,0.93
462,2:n,2:n,,0.95
463,2:n,2:n,,0.97
464,2:n,2:n,,0.987
465,2:n,2:n,,0.993
466,1:y,1:y,,0.76
467,1:y,1:y,,0.807
468,2:n,2:n,,0.529
469,2:n,2:n,,0.987
470,2:n,2:n,,0.99
471,1:y,1:y,,0.99
472,2:n,2:n,,0.98
473,2:n,2:n,,0.967
474,2:n,2:n,,0.99
475,1:y,1:y,,0.624
476,2:n,2:n,,0.993
477,1:y,1:y,,0.96
478,2:n,2:n,,0.993
479,1:y,1:y,,0.963
480,2:n,2:n,,1
481,1:y,1:y,,0.707
482,2:n,1:y,+,0.99
483,1:y,1:y,,0.796
484,1:y,1:y,,0.887
485,2:n,2:n,,0.968
486,1:y,1:y,,0.903
487,1:y,1:y,,0.846
488,1:y,1:y,,0.86
489,1:y,1:y,,0.897
490,2:n,1:y,+,0.569
491,2:n,2:n,,0.983
492,2:n,2:n,,0.987
493,2:n,2:n,,0.931
494,2:n,2:n,,0.783
495,1:y,1:y,,0.645
496,2:n,2:n,,0.873
497,1:y,1:y,,0.987
498,2:n,2:n,,0.983
499,2:n,1:y,+,0.84
500,1:y,1:y,,0.883
501,1:y,1:y,,0.73
502,2:n,2:n,,0.95
503,2:n,2:n,,0.99
504,2:n,1:y,+,0.7
505,2:n,2:n,,0.973
506,2:n,2:n,,0.969
507,1:y,1:y,,0.813
508,1:y,1:y,,0.735
509,1:y,1:y,,0.817
510,2:n,2:n,,0.98
511,1:y,1:y,,0.648
512,2:n,2:n,,0.565
513,2:n,2:n,,0.783
514,2:n,2:n,,0.987
515,1:y,1:y,,0.844
516,1:y,1:y,,0.752
517,2:n,2:n,,0.993
518,1:y,1:y,,0.906
519,1:y,1:y,,0.89
520,1:y,1:y,,0.94
521,1:y,2:n,+,0.536
522,1:y,1:y,,0.753
523,2:n,2:n,,0.984
524,1:y,1:y,,0.752
525,2:n,1:y,+,0.857
526,1:y,1:y,,0.873
527,1:y,1:y,,0.973
528,1:y,1:y,,0.769
529,2:n,2:n,,0.923
530,1:y,1:y,,0.95
531,1:y,1:y,,0.572
532,2:n,2:n,,0.993
533,2:n,1:y,+,0.536
534,2:n,1:y,+,0.7
535,1:y,1:y,,0.896
536,2:n,2:n,,0.802
537,1:y,1:y,,0.868
538,2:n,2:n,,0.99
539,1:y,1:y,,0.99
540,1:y,1:y,,0.742
541,1:y,1:y,,0.94
542,1:y,1:y,,0.696
543,2:n,2:n,,0.963
544,1:y,1:y,,0.967
545,2:n,2:n,,0.987
546,2:n,1:y,+,0.564
547,2:n,2:n,,0.905
548,1:y,1:y,,0.876
549,1:y,2:n,+,0.577
550,1:y,1:y,,0.963
551,2:n,1:y,+,0.651
552,1:y,1:y,,0.837
553,1:y,1:y,,0.877
554,2:n,1:y,+,0.626
555,1:y,1:y,,0.54
556,1:y,1:y,,0.857
557,2:n,2:n,,0.898
558,2:n,2:n,,0.592
559,2:n,1:y,+,0.837
560,2:n,1:y,+,0.613
561,2:n,2:n,,0.967
562,1:y,1:y,,0.843
563,1:y,1:y,,0.633
564,1:y,1:y,,0.96
565,1:y,1:y,,0.897
566,2:n,2:n,,0.72
567,1:y,1:y,,0.897
568,2:n,1:y,+,0.532
569,2:n,2:n,,0.944
570,2:n,2:n,,0.82
571,2:n,1:y,+,0.77
572,1:y,1:y,,0.987
573,1:y,1:y,,0.716
574,1:y,1:y,,0.913
575,2:n,1:y,+,0.796
576,1:y,1:y,,0.927
577,1:y,1:y,,0.963
578,1:y,1:y,,0.937
579,2:n,2:n,,0.973
580,2:n,2:n,,0.967
581,1:y,1:y,,0.913
582,1:y,1:y,,0.97
583,2:n,2:n,,0.97
584,1:y,1:y,,0.723
585,1:y,1:y,,0.927
586,1:y,1:y,,0.79
587,1:y,1:y,,0.857
588,2:n,2:n,,0.893
589,1:y,1:y,,0.826
590,1:y,1:y,,0.973
591,1:y,1:y,,0.877
592,1:y,1:y,,0.7
593,2:n,2:n,,0.98
594,1:y,1:y,,0.97
595,1:y,1:y,,0.93
596,1:y,1:y,,0.95
597,2:n,2:n,,0.96
598,1:y,1:y,,0.685
599,1:y,1:y,,0.827
600,1:y,1:y,,0.93
601,1:y,1:y,,0.616
602,1:y,2:n,+,0.916
603,2:n,1:y,+,0.823
604,1:y,1:y,,0.99
605,1:y,1:y,,0.987
606,2:n,2:n,,0.893
607,1:y,1:y,,0.95
608,2:n,2:n,,0.887
609,2:n,2:n,,0.603
610,2:n,2:n,,0.98
611,2:n,2:n,,0.927
612,2:n,2:n,,0.993
613,2:n,2:n,,0.987
614,1:y,1:y,,0.816
615,1:y,1:y,,0.712
616,2:n,2:n,,0.943
617,1:y,1:y,,0.682
618,1:y,1:y,,0.98
619,2:n,2:n,,0.977
620,1:y,1:y,,0.93
621,1:y,1:y,,0.798
622,2:n,2:n,,0.67
623,1:y,1:y,,0.94
624,1:y,1:y,,0.943
625,2:n,2:n,,0.99
626,1:y,1:y,,0.96
627,2:n,1:y,+,0.96
628,1:y,1:y,,0.987
629,1:y,1:y,,0.95
630,1:y,1:y,,0.94
631,2:n,2:n,,0.879
632,2:n,2:n,,0.97
633,2:n,2:n,,0.983
634,1:y,1:y,,0.827
635,1:y,1:y,,0.973
636,1:y,1:y,,0.759
637,2:n,2:n,,0.947
638,1:y,1:y,,0.94
639,2:n,2:n,,0.893
640,2:n,2:n,,0.99
641,2:n,2:n,,0.963
642,1:y,1:y,,0.797
643,1:y,1:y,,0.686
644,1:y,1:y,,0.65
645,1:y,1:y,,0.89
646,2:n,2:n,,0.91
647,2:n,2:n,,0.98
648,2:n,2:n,,0.883
649,1:y,1:y,,0.727
650,1:y,1:y,,0.93
651,2:n,2:n,,0.993
652,1:y,1:y,,0.84
653,1:y,1:y,,0.933
654,2:n,2:n,,0.997
655,1:y,1:y,,0.882
656,1:y,1:y,,0.823
657,2:n,2:n,,0.997
658,2:n,1:y,+,0.804
659,1:y,1:y,,0.953
660,1:y,1:y,,0.833
661,1:y,1:y,,0.693
662,2:n,2:n,,0.94
663,1:y,1:y,,0.903
664,1:y,1:y,,0.843
665,2:n,1:y,+,0.542
666,2:n,1:y,+,0.605
667,2:n,2:n,,0.967
668,2:n,2:n,,0.945
669,1:y,1:y,,0.93
670,2:n,2:n,,0.805
671,2:n,2:n,,0.97
672,1:y,1:y,,0.927
673,1:y,1:y,,0.927
674,2:n,2:n,,0.913
675,1:y,1:y,,0.967
676,1:y,1:y,,0.873
677,1:y,1:y,,0.763
678,2:n,2:n,,0.963
679,2:n,2:n,,0.973
680,1:y,1:y,,0.878
681,1:y,1:y,,0.875
682,1:y,1:y,,0.753
683,1:y,1:y,,0.667
684,1:y,1:y,,0.757
685,1:y,1:y,,0.94
686,2:n,2:n,,1
687,1:y,1:y,,0.89
688,1:y,1:y,,0.824
689,2:n,2:n,,0.99
690,2:n,1:y,+,0.55
691,1:y,1:y,,0.97
692,1:y,1:y,,0.953
693,1:y,1:y,,0.843
694,2:n,2:n,,0.983
695,2:n,2:n,,0.933
696,2:n,2:n,,0.97
697,1:y,1:y,,0.763
698,2:n,2:n,,0.969
699,1:y,1:y,,0.899
700,1:y,1:y,,0.72
701,1:y,1:y,,0.96
702,1:y,1:y,,0.761
703,1:y,1:y,,0.835
704,1:y,1:y,,0.521
705,2:n,2:n,,0.9
706,1:y,1:y,,0.787
707,1:y,1:y,,0.89
708,2:n,2:n,,0.967
709,2:n,2:n,,0.983
710,2:n,2:n,,0.555
711,1:y,1:y,,0.844
712,1:y,1:y,,0.807
713,2:n,1:y,+,0.663
714,2:n,2:n,,0.99
715,2:n,2:n,,0.947
716,2:n,2:n,,0.98
717,1:y,1:y,,0.767
718,1:y,1:y,,0.94
719,2:n,2:n,,0.946
720,2:n,1:y,+,0.85
721,2:n,2:n,,0.886
722,1:y,1:y,,0.83
723,2:n,1:y,+,0.537
724,1:y,1:y,,0.817
725,1:y,2:n,+,0.977
726,1:y,2:n,+,0.51
727,2:n,1:y,+,0.88
728,1:y,1:y,,0.927
729,2:n,2:n,,0.967
730,1:y,1:y,,0.937
731,2:n,2:n,,0.937
732,1:y,1:y,,0.866
733,2:n,2:n,,0.977
734,2:n,2:n,,0.92
735,2:n,2:n,,0.987
736,2:n,2:n,,0.997
737,2:n,2:n,,0.937
738,1:y,1:y,,0.92
739,2:n,2:n,,0.503
740,1:y,1:y,,0.93
741,1:y,1:y,,0.72
742,2:n,2:n,,0.983
743,2:n,1:y,+,0.536
744,1:y,1:y,,0.997
745,1:y,2:n,+,0.987
746,1:y,1:y,,0.903
747,1:y,1:y,,0.789
748,1:y,1:y,,0.876
749,1:y,1:y,,0.812
750,1:y,1:y,,0.993
751,1:y,1:y,,0.684
752,1:y,1:y,,0.93
753,2:n,2:n,,0.97
754,2:n,2:n,,0.913
755,2:n,2:n,,0.993
756,2:n,1:y,+,0.808
757,2:n,2:n,,0.927
758,1:y,1:y,,0.923
759,1:y,2:n,+,0.515
760,1:y,1:y,,0.92
761,1:y,1:y,,0.953
762,1:y,1:y,,0.937
763,2:n,2:n,,0.973
764,1:y,1:y,,0.89
765,2:n,2:n,,0.98
766,1:y,1:y,,0.97
767,2:n,2:n,,0.987
768,2:n,2:n,,0.864
769,1:y,1:y,,0.789
770,2:n,2:n,,1
771,1:y,1:y,,0.777
772,2:n,1:y,+,0.855
773,1:y,1:y,,0.509
774,1:y,1:y,,0.953
775,2:n,2:n,,0.963
776,2:n,2:n,,0.937
777,1:y,1:y,,0.72
778,1:y,1:y,,0.893
779,2:n,2:n,,0.973
780,1:y,1:y,,0.893
781,2:n,2:n,,0.993
782,2:n,2:n,,0.74
783,2:n,2:n,,0.973
784,2:n,2:n,,0.58
785,2:n,2:n,,0.55
786,2:n,2:n,,1
787,2:n,2:n,,0.943
788,1:y,1:y,,0.877
789,1:y,1:y,,0.836
790,2:n,2:n,,0.99
791,2:n,1:y,+,0.897
792,2:n,1:y,+,0.797
793,2:n,2:n,,0.987
794,2:n,2:n,,0.943
795,1:y,2:n,+,0.596
796,2:n,2:n,,0.853
797,2:n,2:n,,0.983
798,1:y,1:y,,0.883
799,2:n,2:n,,0.968
800,1:y,1:y,,0.853
801,1:y,1:y,,0.866
802,1:y,1:y,,0.99
803,1:y,1:y,,0.53
804,2:n,1:y,+,0.698
805,1:y,1:y,,0.977
806,2:n,2:n,,0.98
807,2:n,2:n,,0.947
808,1:y,1:y,,0.657
809,1:y,1:y,,0.907
810,2:n,1:y,+,0.817
811,2:n,2:n,,0.923
812,1:y,1:y,,0.853
813,2:n,2:n,,0.97
814,2:n,2:n,,0.896
815,1:y,1:y,,0.913
816,1:y,1:y,,0.644
817,2:n,2:n,,0.933
818,1:y,1:y,,0.839
819,2:n,2:n,,1
820,1:y,1:y,,0.923
821,1:y,1:y,,0.803
822,2:n,2:n,,0.97
823,2:n,1:y,+,0.761
824,1:y,1:y,,0.876
825,1:y,1:y,,0.953
826,1:y,1:y,,0.853
827,1:y,1:y,,0.518
828,2:n,1:y,+,0.576
829,2:n,2:n,,0.977
830,2:n,1:y,+,0.892
831,1:y,1:y,,0.599
832,2:n,1:y,+,0.613
833,1:y,1:y,,0.753
834,2:n,1:y,+,0.694
835,2:n,2:n,,0.987
836,2:n,1:y,+,0.661
837,1:y,2:n,+,0.694
838,2:n,2:n,,0.897
839,1:y,1:y,,0.79
840,2:n,2:n,,0.98
841,1:y,1:y,,0.957
842,2:n,1:y,+,0.837
843,1:y,1:y,,0.983
844,1:y,1:y,,0.81
845,1:y,1:y,,0.97
846,1:y,1:y,,0.897
847,1:y,1:y,,0.697
848,2:n,2:n,,0.978
849,1:y,1:y,,0.86
850,2:n,1:y,+,0.671
851,1:y,1:y,,0.887
852,2:n,1:y,+,0.967
853,1:y,1:y,,0.913
854,2:n,2:n,,0.978
855,2:n,2:n,,0.86
856,1:y,2:n,+,0.98
857,1:y,1:y,,0.963
858,1:y,1:y,,0.827
859,1:y,1:y,,0.949
860,1:y,1:y,,0.987
861,2:n,2:n,,0.592
862,2:n,2:n,,0.92
863,2:n,2:n,,0.89
864,1:y,1:y,,0.93
865,2:n,2:n,,0.903
866,1:y,1:y,,0.96
867,1:y,1:y,,0.767
868,2:n,2:n,,0.647
869,2:n,2:n,,0.977
870,2:n,2:n,,0.85
871,1:y,1:y,,0.743
872,1:y,1:y,,0.834
873,2:n,2:n,,0.896
874,1:y,1:y,,0.877
875,1:y,2:n,+,0.542
876,1:y,2:n,+,0.671
877,2:n,2:n,,0.963
878,1:y,1:y,,0.94
879,1:y,1:y,,0.967
880,2:n,2:n,,0.97
881,1:y,1:y,,0.882
882,1:y,1:y,,0.718
883,1:y,1:y,,0.62
884,2:n,2:n,,0.897
885,1:y,1:y,,0.848
886,2:n,2:n,,0.993
887,1:y,1:y,,0.927
888,1:y,1:y,,0.973
889,2:n,2:n,,0.973
890,2:n,1:y,+,0.827
891,2:n,2:n,,0.548
892,2:n,1:y,+,0.82
893,1:y,1:y,,0.933
894,1:y,1:y,,0.618
895,2:n,2:n,,0.867
896,1:y,1:y,,0.971
897,2:n,2:n,,0.983
898,2:n,1:y,+,0.734
899,2:n,2:n,,0.841
900,1:y,2:n,+,0.667
901,1:y,1:y,,0.99
902,2:n,2:n,,0.714
903,2:n,2:n,,0.96
904,2:n,2:n,,0.963
905,2:n,2:n,,0.97
906,1:y,1:y,,0.937
907,2:n,2:n,,0.99
908,2:n,2:n,,0.972
909,1:y,1:y,,0.933
910,1:y,1:y,,0.606
911,1:y,1:y,,0.91
912,2:n,2:n,,0.993
913,2:n,1:y,+,0.551
914,1:y,1:y,,0.807
915,2:n,2:n,,0.987
916,2:n,2:n,,0.84
917,2:n,2:n,,0.973
918,1:y,1:y,,0.917
919,1:y,1:y,,0.598
920,1:y,1:y,,0.867
921,1:y,1:y,,0.813
922,1:y,1:y,,0.84
923,2:n,2:n,,0.983
924,2:n,1:y,+,0.512
