=== Run information ===

Scheme:       weka.classifiers.lazy.IBk -K 135 -W 0 -A "weka.core.neighboursearch.LinearNNSearch -A \"weka.core.EuclideanDistance -R first-last\""
Relation:     database_mean_unknown
Instances:    50000
Attributes:   26
              startHour
              startWeekday
              duration
              cCount
              cMinPrice
              cMaxPrice
              cSumPrice
              bCount
              bMinPrice
              bMaxPrice
              bSumPrice
              bStep
              onlineStatus
              availability
              maxVal
              customerScore
              accountLifetime
              payments
              age
              lastOrder
              rCount
              bMinPriceVariance
              bMaxPriceVariance
              bMeanVariance
              cMeanVariance
              order
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

IB1 instance-based classifier
using 135 nearest neighbour(s) for classification


Time taken to build model: 0.01 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
193,1:y,1:y,,0.941
194,2:n,1:y,+,0.57
195,1:y,1:y,,0.941
196,1:y,1:y,,0.933
197,1:y,1:y,,0.963
198,2:n,2:n,,0.993
199,2:n,2:n,,0.993
200,1:y,1:y,,0.919
201,2:n,2:n,,0.993
202,2:n,2:n,,1
203,2:n,2:n,,1
204,1:y,1:y,,0.889
205,2:n,1:y,+,0.607
206,1:y,1:y,,0.963
207,1:y,1:y,,0.985
208,1:y,1:y,,0.526
209,2:n,2:n,,0.993
210,1:y,1:y,,0.933
211,1:y,1:y,,0.985
212,2:n,2:n,,1
213,1:y,1:y,,0.941
214,1:y,1:y,,0.993
215,2:n,1:y,+,0.933
216,1:y,1:y,,0.985
217,1:y,1:y,,0.933
218,1:y,1:y,,0.963
219,2:n,2:n,,0.993
220,2:n,2:n,,0.993
221,2:n,2:n,,1
222,1:y,1:y,,0.844
223,2:n,2:n,,1
224,2:n,2:n,,0.993
225,1:y,1:y,,0.719
226,1:y,1:y,,0.622
227,1:y,1:y,,0.978
228,1:y,1:y,,0.919
229,1:y,1:y,,0.77
230,1:y,1:y,,0.993
231,2:n,2:n,,0.993
232,1:y,1:y,,0.659
233,1:y,1:y,,0.978
234,1:y,1:y,,0.993
235,2:n,2:n,,1
236,1:y,1:y,,0.993
237,2:n,2:n,,1
238,1:y,1:y,,0.985
239,1:y,1:y,,0.83
240,1:y,1:y,,1
241,1:y,1:y,,0.941
242,1:y,1:y,,0.993
243,2:n,2:n,,1
244,2:n,2:n,,1
245,1:y,1:y,,1
246,2:n,1:y,+,0.978
247,1:y,1:y,,0.941
248,2:n,2:n,,0.519
249,1:y,1:y,,0.763
250,1:y,2:n,+,1
251,1:y,1:y,,0.622
252,1:y,1:y,,0.933
253,1:y,1:y,,0.926
254,1:y,1:y,,0.933
255,1:y,1:y,,0.993
256,1:y,1:y,,0.985
257,1:y,1:y,,0.77
258,1:y,2:n,+,1
259,1:y,1:y,,0.978
260,1:y,1:y,,0.978
261,1:y,1:y,,0.993
262,1:y,1:y,,0.985
263,1:y,1:y,,0.941
264,1:y,1:y,,0.948
265,1:y,1:y,,0.778
266,1:y,1:y,,0.993
267,1:y,2:n,+,0.659
268,1:y,1:y,,0.911
269,2:n,1:y,+,0.896
270,1:y,1:y,,0.97
271,1:y,1:y,,0.919
272,1:y,1:y,,0.97
273,2:n,1:y,+,0.719
274,1:y,1:y,,0.778
275,2:n,2:n,,0.993
276,1:y,1:y,,0.993
277,1:y,1:y,,0.993
278,1:y,1:y,,0.941
279,1:y,1:y,,0.993
280,1:y,1:y,,0.681
281,2:n,2:n,,0.993
282,1:y,1:y,,0.778
283,1:y,1:y,,0.948
284,2:n,2:n,,0.978
285,1:y,1:y,,0.948
286,2:n,2:n,,1
287,1:y,1:y,,0.985
288,1:y,1:y,,0.993
289,2:n,2:n,,0.978
290,2:n,2:n,,0.993
291,2:n,2:n,,1
292,2:n,2:n,,0.993
293,2:n,2:n,,0.993
294,1:y,1:y,,0.97
295,1:y,1:y,,0.756
296,2:n,2:n,,0.993
297,1:y,1:y,,0.993
298,1:y,1:y,,0.97
299,2:n,2:n,,0.993
300,1:y,1:y,,0.963
301,2:n,2:n,,1
302,2:n,2:n,,0.993
303,1:y,1:y,,0.978
304,2:n,2:n,,1
305,1:y,1:y,,0.8
306,1:y,1:y,,0.993
307,1:y,1:y,,0.733
308,2:n,1:y,+,0.548
309,1:y,1:y,,0.993
310,1:y,1:y,,0.904
311,2:n,2:n,,1
312,1:y,1:y,,0.904
313,2:n,2:n,,0.756
314,2:n,2:n,,0.993
315,1:y,1:y,,0.741
316,2:n,2:n,,0.511
317,2:n,2:n,,1
318,1:y,1:y,,0.896
319,1:y,1:y,,0.948
320,2:n,1:y,+,0.511
321,2:n,1:y,+,0.533
322,2:n,2:n,,1
323,1:y,1:y,,0.963
324,1:y,1:y,,0.948
325,1:y,1:y,,0.985
326,1:y,1:y,,0.933
327,1:y,1:y,,0.993
328,2:n,2:n,,0.748
329,1:y,1:y,,0.993
330,1:y,1:y,,0.993
331,1:y,1:y,,0.941
332,1:y,1:y,,0.993
333,1:y,1:y,,0.926
334,1:y,1:y,,0.948
335,1:y,1:y,,0.993
336,1:y,1:y,,0.985
337,1:y,1:y,,0.948
338,2:n,1:y,+,0.719
339,1:y,1:y,,0.956
340,2:n,2:n,,0.993
341,1:y,1:y,,0.97
342,1:y,1:y,,0.956
343,2:n,2:n,,1
344,1:y,1:y,,0.985
345,2:n,1:y,+,0.511
346,1:y,1:y,,0.719
347,2:n,2:n,,1
348,1:y,1:y,,0.978
349,2:n,2:n,,1
350,2:n,2:n,,0.97
351,1:y,1:y,,0.963
352,1:y,1:y,,0.956
353,1:y,1:y,,0.97
354,2:n,2:n,,1
355,2:n,1:y,+,0.733
356,2:n,2:n,,0.978
357,1:y,1:y,,0.941
358,1:y,1:y,,0.919
359,2:n,2:n,,1
360,2:n,2:n,,1
361,1:y,1:y,,0.941
362,2:n,2:n,,0.748
363,1:y,1:y,,0.993
364,1:y,1:y,,0.985
365,1:y,1:y,,0.993
366,1:y,1:y,,0.941
367,2:n,2:n,,1
368,1:y,1:y,,0.993
369,1:y,1:y,,0.993
370,2:n,2:n,,0.97
371,1:y,1:y,,0.978
372,1:y,1:y,,0.97
373,1:y,1:y,,0.985
374,1:y,1:y,,0.993
375,1:y,1:y,,0.719
376,2:n,2:n,,0.993
377,1:y,1:y,,0.97
378,1:y,1:y,,0.933
379,1:y,1:y,,0.933
380,1:y,1:y,,0.941
381,1:y,1:y,,0.756
382,2:n,2:n,,0.978
383,1:y,1:y,,0.719
384,2:n,2:n,,1
385,2:n,2:n,,0.993
386,1:y,1:y,,0.896
387,2:n,2:n,,0.993
388,2:n,2:n,,0.993
389,2:n,2:n,,1
390,2:n,2:n,,0.993
391,1:y,1:y,,0.933
392,1:y,1:y,,0.948
393,1:y,1:y,,0.741
394,1:y,1:y,,0.926
395,2:n,2:n,,1
396,1:y,1:y,,0.919
397,2:n,2:n,,0.978
398,2:n,2:n,,1
399,1:y,1:y,,0.778
400,2:n,2:n,,0.993
401,1:y,1:y,,0.963
402,2:n,2:n,,0.993
403,2:n,2:n,,1
404,2:n,2:n,,0.963
405,1:y,1:y,,0.963
406,1:y,1:y,,0.978
407,2:n,2:n,,1
408,1:y,1:y,,0.97
409,1:y,1:y,,0.97
410,1:y,1:y,,0.985
411,1:y,1:y,,0.985
412,1:y,1:y,,0.941
413,1:y,1:y,,0.756
414,1:y,1:y,,0.963
415,2:n,2:n,,1
416,2:n,2:n,,0.985
417,1:y,1:y,,0.993
418,2:n,2:n,,0.993
419,2:n,2:n,,0.993
420,1:y,1:y,,1
421,1:y,1:y,,0.97
422,1:y,1:y,,0.963
423,2:n,2:n,,0.978
424,1:y,1:y,,0.741
425,1:y,1:y,,0.985
426,1:y,1:y,,0.978
427,2:n,2:n,,1
428,1:y,1:y,,0.926
429,2:n,2:n,,1
430,1:y,1:y,,0.83
431,1:y,1:y,,0.911
432,1:y,1:y,,0.993
433,2:n,2:n,,1
434,2:n,2:n,,0.993
435,1:y,1:y,,0.696
436,2:n,2:n,,0.97
437,2:n,2:n,,0.993
438,2:n,1:y,+,0.541
439,1:y,1:y,,0.904
440,1:y,1:y,,0.941
441,1:y,1:y,,0.815
442,1:y,1:y,,0.956
443,1:y,1:y,,0.985
444,2:n,2:n,,1
445,2:n,2:n,,1
446,1:y,1:y,,0.933
447,2:n,1:y,+,0.519
448,2:n,2:n,,1
449,1:y,1:y,,0.963
450,1:y,1:y,,0.911
451,1:y,1:y,,0.933
452,2:n,2:n,,0.993
453,2:n,2:n,,0.993
454,1:y,1:y,,0.97
455,1:y,2:n,+,0.933
456,1:y,1:y,,0.97
457,2:n,2:n,,1
458,1:y,1:y,,0.926
459,1:y,1:y,,0.97
460,2:n,2:n,,1
461,2:n,2:n,,0.97
462,2:n,1:y,+,0.659
463,2:n,2:n,,1
464,2:n,2:n,,1
465,2:n,2:n,,1
466,1:y,1:y,,0.563
467,1:y,1:y,,0.978
468,2:n,2:n,,0.993
469,2:n,2:n,,1
470,2:n,2:n,,1
471,1:y,1:y,,0.933
472,2:n,2:n,,1
473,2:n,2:n,,1
474,2:n,2:n,,1
475,1:y,1:y,,0.659
476,2:n,2:n,,1
477,1:y,1:y,,0.97
478,2:n,2:n,,1
479,1:y,1:y,,0.904
480,2:n,1:y,+,0.511
481,1:y,1:y,,0.993
482,2:n,2:n,,0.993
483,1:y,1:y,,0.956
484,1:y,1:y,,0.933
485,2:n,2:n,,0.993
486,1:y,1:y,,0.956
487,1:y,1:y,,0.844
488,1:y,1:y,,0.941
489,1:y,1:y,,0.933
490,2:n,1:y,+,0.778
491,2:n,2:n,,1
492,2:n,2:n,,1
493,2:n,2:n,,0.993
494,2:n,2:n,,0.963
495,1:y,1:y,,0.881
496,2:n,2:n,,1
497,1:y,1:y,,0.993
498,2:n,2:n,,1
499,2:n,2:n,,0.978
500,1:y,1:y,,0.978
501,1:y,1:y,,0.978
502,2:n,2:n,,0.993
503,2:n,2:n,,1
504,2:n,2:n,,0.985
505,2:n,2:n,,1
506,2:n,2:n,,0.985
507,1:y,1:y,,0.985
508,1:y,1:y,,0.941
509,1:y,1:y,,0.978
510,2:n,2:n,,1
511,1:y,1:y,,0.941
512,2:n,2:n,,0.993
513,2:n,2:n,,0.978
514,2:n,2:n,,1
515,1:y,1:y,,0.956
516,1:y,1:y,,0.622
517,2:n,2:n,,1
518,1:y,1:y,,0.993
519,1:y,1:y,,0.904
520,1:y,1:y,,0.933
521,1:y,1:y,,0.97
522,1:y,1:y,,0.726
523,2:n,2:n,,1
524,1:y,1:y,,0.941
525,2:n,2:n,,1
526,1:y,1:y,,0.919
527,1:y,1:y,,0.978
528,1:y,1:y,,0.778
529,2:n,2:n,,0.993
530,1:y,1:y,,0.978
531,1:y,1:y,,0.985
532,2:n,2:n,,1
533,2:n,2:n,,1
534,2:n,2:n,,0.978
535,1:y,1:y,,0.667
536,2:n,2:n,,0.993
537,1:y,1:y,,0.97
538,2:n,2:n,,1
539,1:y,1:y,,0.97
540,1:y,1:y,,0.526
541,1:y,1:y,,0.948
542,1:y,1:y,,0.867
543,2:n,2:n,,0.993
544,1:y,1:y,,0.881
545,2:n,2:n,,1
546,2:n,2:n,,0.993
547,2:n,2:n,,0.993
548,1:y,1:y,,0.948
549,1:y,1:y,,0.8
550,1:y,1:y,,0.919
551,2:n,2:n,,0.993
552,1:y,1:y,,0.689
553,1:y,1:y,,0.748
554,2:n,2:n,,0.993
555,1:y,2:n,+,0.615
556,1:y,1:y,,0.97
557,2:n,2:n,,1
558,2:n,2:n,,0.993
559,2:n,2:n,,1
560,2:n,2:n,,1
561,2:n,2:n,,0.993
562,1:y,1:y,,0.978
563,1:y,1:y,,0.778
564,1:y,1:y,,0.985
565,1:y,1:y,,0.696
566,2:n,2:n,,0.993
567,1:y,1:y,,0.948
568,2:n,2:n,,0.978
569,2:n,2:n,,1
570,2:n,2:n,,0.985
571,2:n,2:n,,0.993
572,1:y,1:y,,0.985
573,1:y,1:y,,0.778
574,1:y,1:y,,0.8
575,2:n,2:n,,0.963
576,1:y,1:y,,0.985
577,1:y,1:y,,0.993
578,1:y,1:y,,0.978
579,2:n,2:n,,0.511
580,2:n,2:n,,0.985
581,1:y,1:y,,0.933
582,1:y,1:y,,0.911
583,2:n,2:n,,0.985
584,1:y,1:y,,0.778
585,1:y,1:y,,0.933
586,1:y,1:y,,0.852
587,1:y,1:y,,0.993
588,2:n,1:y,+,0.622
589,1:y,1:y,,0.993
590,1:y,1:y,,0.978
591,1:y,1:y,,0.97
592,1:y,1:y,,0.993
593,2:n,2:n,,1
594,1:y,1:y,,0.919
595,1:y,1:y,,0.941
596,1:y,1:y,,0.941
597,2:n,2:n,,0.911
598,1:y,1:y,,0.963
599,1:y,1:y,,0.993
600,1:y,1:y,,0.985
601,1:y,1:y,,0.993
602,1:y,1:y,,0.741
603,2:n,2:n,,0.978
604,1:y,1:y,,0.993
605,1:y,1:y,,0.956
606,2:n,2:n,,0.993
607,1:y,1:y,,0.993
608,2:n,1:y,+,0.956
609,2:n,2:n,,1
610,2:n,2:n,,0.993
611,2:n,2:n,,1
612,2:n,2:n,,1
613,2:n,2:n,,1
614,1:y,1:y,,0.941
615,1:y,1:y,,0.963
616,2:n,2:n,,1
617,1:y,1:y,,0.778
618,1:y,1:y,,0.941
619,2:n,2:n,,1
620,1:y,1:y,,0.985
621,1:y,1:y,,0.97
622,2:n,2:n,,0.993
623,1:y,1:y,,0.978
624,1:y,1:y,,0.941
625,2:n,2:n,,1
626,1:y,1:y,,0.993
627,2:n,1:y,+,0.956
628,1:y,1:y,,0.993
629,1:y,1:y,,0.993
630,1:y,1:y,,0.985
631,2:n,2:n,,1
632,2:n,2:n,,0.993
633,2:n,2:n,,1
634,1:y,1:y,,0.926
635,1:y,1:y,,0.933
636,1:y,1:y,,0.704
637,2:n,2:n,,0.993
638,1:y,1:y,,0.933
639,2:n,2:n,,0.993
640,2:n,2:n,,1
641,2:n,2:n,,0.948
642,1:y,1:y,,0.97
643,1:y,1:y,,0.97
644,1:y,1:y,,0.985
645,1:y,1:y,,0.919
646,2:n,1:y,+,0.77
647,2:n,2:n,,1
648,2:n,2:n,,0.993
649,1:y,1:y,,0.985
650,1:y,1:y,,0.904
651,2:n,2:n,,1
652,1:y,1:y,,0.985
653,1:y,1:y,,0.978
654,2:n,2:n,,1
655,1:y,1:y,,0.778
656,1:y,1:y,,0.8
657,2:n,2:n,,1
658,2:n,2:n,,1
659,1:y,1:y,,0.948
660,1:y,1:y,,0.948
661,1:y,1:y,,0.985
662,2:n,2:n,,0.993
663,1:y,1:y,,0.956
664,1:y,1:y,,0.956
665,2:n,2:n,,0.993
666,2:n,2:n,,0.993
667,2:n,2:n,,0.985
668,2:n,2:n,,0.97
669,1:y,1:y,,0.993
670,2:n,2:n,,0.993
671,2:n,2:n,,0.993
672,1:y,1:y,,0.778
673,1:y,1:y,,0.911
674,2:n,2:n,,0.97
675,1:y,1:y,,0.941
676,1:y,1:y,,0.926
677,1:y,1:y,,0.8
678,2:n,2:n,,0.993
679,2:n,2:n,,0.97
680,1:y,1:y,,0.963
681,1:y,1:y,,0.919
682,1:y,1:y,,0.785
683,1:y,1:y,,0.993
684,1:y,1:y,,0.963
685,1:y,1:y,,0.985
686,2:n,1:y,+,0.511
687,1:y,1:y,,0.948
688,1:y,1:y,,0.756
689,2:n,2:n,,1
690,2:n,2:n,,0.993
691,1:y,1:y,,0.941
692,1:y,1:y,,0.978
693,1:y,1:y,,0.963
694,2:n,2:n,,1
695,2:n,2:n,,0.97
696,2:n,2:n,,1
697,1:y,1:y,,0.985
698,2:n,2:n,,1
699,1:y,1:y,,0.941
700,1:y,1:y,,0.926
701,1:y,1:y,,0.978
702,1:y,1:y,,0.837
703,1:y,1:y,,0.978
704,1:y,1:y,,0.778
705,2:n,2:n,,0.793
706,1:y,1:y,,0.696
707,1:y,1:y,,0.97
708,2:n,2:n,,1
709,2:n,2:n,,1
710,2:n,1:y,+,0.659
711,1:y,1:y,,0.926
712,1:y,1:y,,0.548
713,2:n,2:n,,0.97
714,2:n,2:n,,1
715,2:n,1:y,+,0.933
716,2:n,2:n,,1
717,1:y,1:y,,0.948
718,1:y,1:y,,0.963
719,2:n,1:y,+,0.867
720,2:n,2:n,,0.985
721,2:n,2:n,,0.978
722,1:y,1:y,,0.926
723,2:n,2:n,,0.993
724,1:y,1:y,,0.948
725,1:y,2:n,+,0.993
726,1:y,1:y,,0.807
727,2:n,2:n,,0.993
728,1:y,1:y,,0.993
729,2:n,2:n,,1
730,1:y,1:y,,0.911
731,2:n,2:n,,0.963
732,1:y,1:y,,0.978
733,2:n,2:n,,1
734,2:n,2:n,,0.993
735,2:n,2:n,,1
736,2:n,2:n,,1
737,2:n,2:n,,1
738,1:y,1:y,,0.911
739,2:n,2:n,,0.993
740,1:y,1:y,,0.911
741,1:y,1:y,,0.778
742,2:n,2:n,,1
743,2:n,2:n,,0.993
744,1:y,1:y,,0.926
745,1:y,2:n,+,0.993
746,1:y,1:y,,0.919
747,1:y,1:y,,0.726
748,1:y,1:y,,0.948
749,1:y,1:y,,0.993
750,1:y,1:y,,0.993
751,1:y,1:y,,0.778
752,1:y,1:y,,0.985
753,2:n,2:n,,1
754,2:n,2:n,,1
755,2:n,1:y,+,0.615
756,2:n,2:n,,0.978
757,2:n,1:y,+,0.793
758,1:y,1:y,,0.963
759,1:y,1:y,,0.756
760,1:y,1:y,,0.933
761,1:y,1:y,,0.97
762,1:y,1:y,,0.985
763,2:n,2:n,,1
764,1:y,1:y,,0.956
765,2:n,2:n,,0.733
766,1:y,1:y,,0.941
767,2:n,2:n,,1
768,2:n,1:y,+,0.726
769,1:y,1:y,,0.941
770,2:n,1:y,+,0.511
771,1:y,1:y,,0.97
772,2:n,2:n,,1
773,1:y,1:y,,0.719
774,1:y,1:y,,0.993
775,2:n,2:n,,1
776,2:n,2:n,,0.978
777,1:y,1:y,,0.978
778,1:y,1:y,,0.985
779,2:n,2:n,,1
780,1:y,1:y,,0.978
781,2:n,2:n,,1
782,2:n,1:y,+,0.807
783,2:n,2:n,,1
784,2:n,2:n,,0.993
785,2:n,2:n,,1
786,2:n,1:y,+,0.511
787,2:n,2:n,,1
788,1:y,1:y,,0.97
789,1:y,1:y,,0.719
790,2:n,2:n,,1
791,2:n,2:n,,0.993
792,2:n,2:n,,1
793,2:n,2:n,,1
794,2:n,2:n,,0.993
795,1:y,1:y,,0.719
796,2:n,1:y,+,0.881
797,2:n,2:n,,1
798,1:y,1:y,,0.948
799,2:n,2:n,,0.993
800,1:y,1:y,,0.933
801,1:y,1:y,,0.941
802,1:y,1:y,,0.933
803,1:y,1:y,,0.748
804,2:n,1:y,+,0.756
805,1:y,1:y,,0.963
806,2:n,2:n,,1
807,2:n,2:n,,0.993
808,1:y,1:y,,0.748
809,1:y,1:y,,0.948
810,2:n,2:n,,0.993
811,2:n,2:n,,0.941
812,1:y,1:y,,0.696
813,2:n,2:n,,1
814,2:n,2:n,,0.985
815,1:y,1:y,,0.985
816,1:y,1:y,,0.963
817,2:n,2:n,,0.963
818,1:y,1:y,,0.778
819,2:n,2:n,,1
820,1:y,1:y,,0.933
821,1:y,1:y,,0.993
822,2:n,2:n,,1
823,2:n,1:y,+,0.778
824,1:y,1:y,,0.778
825,1:y,1:y,,0.941
826,1:y,1:y,,0.719
827,1:y,1:y,,0.719
828,2:n,2:n,,0.978
829,2:n,2:n,,1
830,2:n,2:n,,0.97
831,1:y,1:y,,0.83
832,2:n,2:n,,0.993
833,1:y,1:y,,0.822
834,2:n,1:y,+,0.933
835,2:n,2:n,,1
836,2:n,2:n,,0.993
837,1:y,1:y,,0.83
838,2:n,2:n,,0.97
839,1:y,1:y,,0.97
840,2:n,2:n,,1
841,1:y,1:y,,0.963
842,2:n,2:n,,0.985
843,1:y,1:y,,0.941
844,1:y,1:y,,0.778
845,1:y,1:y,,0.978
846,1:y,1:y,,0.689
847,1:y,1:y,,0.911
848,2:n,2:n,,1
849,1:y,1:y,,0.978
850,2:n,2:n,,0.985
851,1:y,1:y,,0.926
852,2:n,1:y,+,0.993
853,1:y,2:n,+,0.97
854,2:n,2:n,,0.904
855,2:n,2:n,,0.993
856,1:y,1:y,,0.933
857,1:y,1:y,,0.97
858,1:y,1:y,,0.993
859,1:y,1:y,,0.956
860,1:y,1:y,,0.941
861,2:n,1:y,+,0.704
862,2:n,1:y,+,0.726
863,2:n,2:n,,1
864,1:y,1:y,,0.993
865,2:n,2:n,,0.993
866,1:y,1:y,,0.985
867,1:y,1:y,,0.963
868,2:n,2:n,,0.993
869,2:n,2:n,,1
870,2:n,2:n,,1
871,1:y,1:y,,0.941
872,1:y,1:y,,0.933
873,2:n,2:n,,0.993
874,1:y,1:y,,0.993
875,1:y,1:y,,0.741
876,1:y,1:y,,0.719
877,2:n,2:n,,0.756
878,1:y,1:y,,0.956
879,1:y,1:y,,0.911
880,2:n,2:n,,1
881,1:y,1:y,,0.978
882,1:y,1:y,,0.963
883,1:y,1:y,,0.733
884,2:n,2:n,,0.985
885,1:y,1:y,,0.941
886,2:n,2:n,,1
887,1:y,1:y,,0.993
888,1:y,1:y,,0.948
889,2:n,2:n,,0.548
890,2:n,2:n,,0.993
891,2:n,2:n,,0.993
892,2:n,2:n,,0.993
893,1:y,1:y,,0.993
894,1:y,1:y,,0.956
895,2:n,1:y,+,0.726
